1497,411779072,411828223,"PR"
1498,411828224,411885567,"US"
1499,411893760,411959295,"CA"
1500,411959296,411983871,"US"
1501,411983872,411992063,"A2"
1502,411992064,411999231,"US"
1503,411999232,412000255,"PR"
1504,412000256,412049407,"US"
1505,412057600,412073983,"US"
1506,412082176,412172287,"US"
1507,412188672,412221439,"US"
1508,412221440,412229631,"CA"
1509,412286976,412483583,"US"
1510,412483584,412549119,"CA"
1511,412549120,412614655,"US"
1512,412614656,412647423,"CL"
1513,412647424,412680191,"US"
1514,412680192,412688383,"CA"
1515,412696576,412876799,"US"
1516,413007872,413900799,"US"
1517,413908992,413917183,"PR"
1518,413925376,415760383,"US"
1519,415760384,416022527,"CA"
1520,416022528,416059391,"US"
1521,416088064,416161791,"US"
1522,416169984,416219135,"US"
1523,416219136,416251903,"CA"
1524,416251904,416546815,"US"
1525,416546816,416567295,"CA"
1526,416612352,416628735,"US"
1527,416628736,416636927,"CA"
1528,416636928,416641023,"US"
1529,416645120,416743423,"US"
1530,416743424,416776191,"CA"
1531,416776192,417202175,"US"
1532,417202176,417267711,"CA"
1533,417267712,417288191,"US"
1534,417292288,417296383,"US"
1535,417300480,417349631,"US"
1536,417366016,417398783,"CA"
1537,417398784,417427455,"US"
1538,417431552,417464319,"US"
1539,417464320,417529855,"CA"
1540,417529856,417628159,"US"
1541,417660928,417775615,"US"
1542,417794048,417795583,"CA"
1543,417796096,417798399,"CA"
1544,417798912,417799679,"CA"
1545,417799936,417800191,"CA"
1546,417800192,417808383,"BS"
1547,417808384,417820671,"CA"
1548,417824768,417857535,"US"
1549,417857536,417923071,"AR"
1550,417923072,417951743,"US"
1551,417955840,417972223,"US"
1552,417988608,418062335,"US"
1553,418062336,418070527,"CA"
1554,418070528,418074623,"US"
1555,418078720,418119679,"CA"
1556,418119680,418279423,"US"
1557,418283520,418643967,"US"
1558,418643968,418668543,"CA"
1559,418668544,418672639,"US"
1560,418676736,418687743,"BS"
1561,418687744,418687998,"DM"
1562,418687999,418693119,"BS"
1563,418693120,418709503,"CA"
1564,418709504,418775039,"US"
1565,418824192,418832383,"US"
1566,418840576,419430399,"US"
1567,419430400,436207615,"GB"
1568,436207616,540679167,"US"
1569,540679168,540679231,"SE"
1570,540679232,540679239,"US"
1571,540679240,540679247,"SE"
1572,540679248,540680895,"US"
1573,540680896,540680959,"BE"
1574,540680960,540683775,"US"
1575,540683776,540683783,"DE"
1576,540683784,540685567,"US"
1577,540685568,540685631,"FR"
1578,540685632,540686079,"US"
1579,540686080,540686143,"FR"
1580,540686144,540686591,"US"
1581,540686592,540686599,"GB"
1582,540686600,540686847,"US"
1583,540686848,540686863,"GB"
1584,540686864,540686911,"US"
1585,540686912,540686975,"GB"
1586,540686976,540687103,"US"
1587,540687104,540687111,"GB"
1588,540687112,540687231,"US"
1589,540687232,540687359,"CA"
1590,540687360,540688383,"US"
1591,540688384,540688391,"NL"
1592,540688392,540694527,"US"
1593,540694528,540694591,"IT"
1594,540694592,540705023,"US"
1595,540705024,540705031,"IE"
1596,540705032,540705535,"US"
1597,540705536,540705599,"IE"
1598,540705600,540711935,"US"
1599,540711936,540712447,"NL"
1600,540712448,540737535,"US"
1601,540737536,540737791,"BZ"
1602,540737792,540737919,"BR"
1603,540737920,540750175,"BZ"
1604,540750176,540750191,"MX"
1605,540750192,540803071,"BZ"
1606,540803072,540819455,"US"
1607,540819456,540823551,"CA"
1608,540823552,540826671,"US"
1609,540826672,540826687,"CA"
1610,540826688,540827135,"US"
1611,540827136,540827263,"CA"
1612,540827264,540827295,"US"
1613,540827296,540827311,"CA"
1614,540827312,540829695,"US"
1615,540829696,540829951,"CA"
1616,540829952,540830511,"US"
1617,540830512,540830527,"CA"
1618,540830528,540830559,"US"
1619,540830560,540830575,"CA"
1620,540830576,540830623,"US"
1621,540830624,540830735,"CA"
1622,540830736,543690751,"US"
1623,543690752,543691007,"AR"
1624,543691008,543844351,"US"
1625,543844352,543844607,"CH"
1626,543844608,544243711,"US"
1627,544243712,544260095,"GB"
1628,544260096,603979775,"US"
1629,637534208,644877421,"US"
1630,644877422,644877422,"CA"
1631,644877423,645187593,"US"
1632,645187594,645187594,"CA"
1633,645187595,654311423,"US"
1634,671088640,671113216,"US"
1635,671113217,671113217,"GB"
1636,671113218,687865855,"US"
1637,698089472,698220543,"ZA"
1638,698351616,699400191,"ZA"
1639,699400192,699465727,"EG"
1640,699465728,700579839,"ZA"
1641,700579840,700580863,"SC"
1642,700580864,700585727,"ZA"
1643,700585728,700586503,"TZ"
1644,700586504,700588031,"ZA"
1645,700588032,700588286,"KM"
1646,700588287,700589567,"ZA"
1647,700589568,700589695,"TZ"
1648,700589696,700710911,"ZA"
1649,700710912,700776447,"EG"
1650,700776448,700841983,"RW"
1651,700841984,700907519,"ZA"
1652,700907520,700973055,"EG"
1653,700973056,701104127,"DZ"
1654,701104128,701112319,"GH"
1655,701112320,701120511,"ZA"
1656,701120512,701145087,"CI"
1657,701145088,701153279,"SD"
1658,701235200,701243391,"SZ"
1659,701243392,701251583,"GH"
1660,701251584,701259775,"CM"
1661,701259776,701267967,"MG"
1662,701267968,701276159,"TZ"
1663,701276160,701284351,"KE"
1664,701284352,701292543,"ZA"
1665,701292544,701300735,"NG"
1666,701300736,701308927,"CM"
1667,701308928,701317119,"AO"
1668,701317120,701325311,"CM"
1669,701325312,701333503,"EG"
1670,701333504,701341695,"NA"
1671,701341696,701349887,"NG"
1672,701349888,701358079,"MA"
1673,701358080,701366271,"SL"
1674,701366272,701374463,"NG"
1675,701374464,701382655,"KE"
1676,701382656,701390847,"CI"
1677,701390848,701399039,"GA"
1678,701399040,701407231,"EG"
1679,701407232,701415423,"CA"
1680,701415424,701423615,"ZA"
1681,701423616,701431807,"NG"
1682,701431808,701439999,"CI"
1683,701440000,701448191,"MG"
1684,701448192,701464575,"KE"
1685,701464576,701472767,"MU"
1686,701472768,701480959,"TG"
1687,701480960,701489151,"CI"
1688,701489152,701513727,"ZA"
1689,701513728,701530111,"LY"
1690,701530112,701546495,"SN"
1691,701546496,701562879,"ZA"
1692,701562880,701579263,"KE"
1693,701579264,701595647,"SD"
1694,701595648,701612031,"DZ"
1695,701612032,701628415,"EG"
1696,701628416,701644799,"GH"
1697,701644800,701661183,"DZ"
1698,701661184,701677567,"UG"
1699,701677568,701693951,"AO"
1700,701693952,701702143,"GH"
1701,701702144,701710335,"SZ"
1702,701710336,701718527,"MU"
1703,701718528,701726719,"CM"
1704,701726720,701743103,"GA"
1705,701743104,701759487,"NG"
1706,701759488,701792255,"KE"
1707,701792256,701825023,"MU"
1708,701825024,701857791,"ZA"
1709,702267392,702283775,"NG"
1710,702283776,702287871,"UG"
1711,702287872,702291967,"ZW"
1712,702291968,702296063,"MZ"
1713,702296064,702300159,"GH"
1714,702300160,702304255,"NG"
1715,702304256,702308351,"SL"
1716,702308352,702312447,"SC"
1717,702312448,702316543,"KE"
1718,702316544,702320639,"TZ"
1719,702320640,702324735,"DZ"
1720,702324736,702328831,"MZ"
1721,702328832,702332927,"TZ"
1722,702332928,702337023,"MZ"
1723,702337024,702341119,"UG"
1724,702341120,702345215,"KE"
1725,702345216,702349311,"TZ"
1726,702349312,702353407,"ZA"
1727,702353408,702357503,"DZ"
1728,702357504,702365695,"TZ"
1729,702365696,702369791,"MZ"
1730,702369792,702373887,"UG"
1731,702373888,702377983,"MW"
1732,702377984,702382079,"NG"
1733,702382080,702386175,"EG"
1734,702386176,702390271,"ZW"
1735,702390272,702394367,"NG"
1736,702394368,702398463,"ML"
1737,702398464,702402559,"CV"
1738,702402560,702406655,"GH"
1739,702406656,702410751,"ZA"
1740,702410752,702414847,"AO"
1741,702414848,702416895,"UG"
1742,702416896,702418943,"KE"
1743,702418944,702420991,"ZM"
1744,702420992,702423039,"TZ"
1745,702423040,702425087,"ZA"
1746,702425088,702427135,"NG"
1747,702427136,702429183,"ZA"
1748,702429184,702431231,"TZ"
1749,702431232,702435327,"NG"
1750,702435328,702437375,"MZ"
1751,702437376,702439423,"TZ"
1752,702439424,702441471,"MU"
1753,702478336,702481407,"AO"
1754,702481408,702482431,"TZ"
1755,702482432,702483455,"ZA"
1756,702483456,702484479,"BW"
1757,702484480,702485503,"TZ"
1758,702485504,702486527,"EG"
1759,702486528,702487551,"NG"
1760,702487552,702488575,"CM"
1761,702488576,702490623,"ZA"
1762,702490624,702491647,"AO"
1763,702491648,702492671,"LR"
1764,702492672,702493695,"KE"
1765,702493696,702494719,"EG"
1766,702494720,702495743,"KE"
1767,702495744,702496767,"ZA"
1768,702496768,702497791,"NG"
1769,702497792,702498815,"ZA"
1770,702498816,702499839,"BW"
1771,702499840,702500863,"MU"
1772,702500864,702501887,"NA"
1773,702501888,702502911,"UG"
1774,702502912,702503935,"SL"
1775,702503936,702505983,"GA"
1776,702505984,702507007,"AO"
1777,702507008,702508031,"CD"
1778,702508032,702509055,"KE"
1779,702509056,702510079,"ZA"
1780,702510080,702511103,"ZM"
1781,702511104,702512127,"ZA"
1782,702512128,702513151,"MZ"
1783,702513152,702514175,"NG"
1784,702514176,702515199,"SL"
1785,702515200,702516223,"NG"
1786,702516224,702517247,"BW"
1787,702517248,702518271,"NG"
1788,702518272,702519295,"KE"
1789,702519296,702520319,"MZ"
1790,702520320,702521343,"AO"
1791,702521344,702522367,"SD"
1792,702522368,702523391,"AO"
1793,702523392,702524415,"NG"
1794,702524416,702525439,"ZA"
1795,702525440,702526463,"DZ"
1796,702526464,702527487,"TZ"
1797,702527488,702528511,"CF"
1798,702528512,702529535,"CG"
1799,702540800,702541823,"ZA"
1800,702541824,702542847,"EG"
1801,702542848,702543871,"ZA"
1802,702543872,702544895,"BJ"
1803,702544896,702545919,"ZA"
1804,702545920,703070207,"TN"
1805,703070208,703594495,"EG"
1806,703594496,704118783,"ZA"
1807,704118784,704380927,"MA"
1808,704380928,704643071,"LY"
1809,721420288,738197503,"JP"
1810,738197504,771751935,"US"
1811,788529152,803602472,"CA"
1812,803602473,803602473,"US"
1813,803602474,805306367,"CA"
1814,805306368,822083583,"US"
1815,855638016,872415231,"GB"
1816,872415232,889192447,"US"
1817,889192448,905969663,"DE"
1818,905969664,956301311,"US"
1819,956301312,960639364,"DE"
1820,960639365,960639365,"GB"
1821,960639366,960639817,"DE"
1822,960639818,960639818,"GB"
1823,960639819,960639908,"DE"
1824,960639909,960639909,"GB"
1825,960639910,960640322,"DE"
1826,960640323,960640323,"GB"
1827,960640324,960643330,"DE"
1828,960643331,960643331,"BE"
1829,960643332,960644424,"DE"
1830,960644425,960644425,"GB"
1831,960644426,960644832,"DE"
1832,960644833,960644833,"DE"
1833,960644834,960645152,"DE"
1834,960645153,960645153,"GB"
1835,960645154,960761777,"DE"
1836,960761778,960761778,"US"
1837,960761779,960766404,"DE"
1838,960766405,960766405,"US"
1839,960766406,960770307,"DE"
1840,960770308,960770308,"US"
1841,960770309,960771617,"DE"
1842,960771618,960771618,"US"
1843,960771619,960793087,"DE"
1844,960793088,960793343,"US"
1845,960793344,960826944,"DE"
1846,960826945,960826945,"US"
1847,960826946,961349761,"DE"
1848,961349762,961349762,"US"
1849,961349763,961579013,"DE"
1850,961579014,961579014,"US"
1851,961579015,972744071,"DE"
1852,972744072,972744072,"FR"
1853,972744073,973078527,"DE"
1854,973078528,973209599,"JP"
1855,973209600,973275135,"IN"
1856,973275136,973471743,"JP"
1857,973471744,973602815,"AU"
1858,973602816,973864959,"TH"
1859,973864960,973996031,"JP"
1860,973996032,974782463,"CN"
1861,974782464,974880767,"MY"
1862,974880768,974913535,"PK"
1863,974913536,974979071,"NZ"
1864,974979072,975044607,"KR"
1865,975044608,977272831,"CN"
1866,977272832,977305599,"TH"
1867,977305600,977338367,"HK"
1868,977338368,977346559,"SG"
1869,977346560,977354751,"JP"
1870,977354752,977371135,"KR"
1871,977371136,977395711,"PK"
1872,977395712,977397759,"BD"
1873,977397760,977399807,"HK"
1874,977399808,977401855,"ID"
1875,977401856,977403903,"AU"
1876,977403904,977534975,"CN"
1877,977534976,977567743,"IN"
1878,977567744,977600511,"CN"
1879,977600512,977666047,"PH"
1880,977666048,977731583,"JP"
1881,977731584,977764351,"PH"
1882,977764352,977797119,"MY"
1883,977797120,978321407,"KR"
1884,978321408,978452479,"JP"
1885,978452480,978583551,"CN"
1886,978583552,978599935,"JP"
1887,978599936,978638847,"AU"
1888,978640896,978644991,"NZ"
1889,978649088,978714623,"JP"
1890,978714624,978780159,"TW"
1891,978780160,978784255,"AU"
1892,978784256,978788351,"JP"
1893,978788352,978796543,"KR"
1894,978796544,978812927,"CN"
1895,978812928,979369983,"JP"
1896,979369984,979435519,"AU"
1897,979435520,979468287,"TH"
1898,979501056,979566591,"JP"
1899,979566592,979599359,"TW"
1900,979599360,979763199,"CN"
1901,979763200,979894271,"KR"
1902,979894272,980418559,"AU"
1903,980418560,980549631,"JP"
1904,980549632,980680703,"TW"
1905,980680704,980942847,"CN"
1906,980942848,981467135,"KR"
1907,981467136,981991423,"CN"
1908,981991424,982122495,"TH"
1909,982122496,982171647,"JP"
1910,982171648,982188031,"KR"
1911,982188032,982253567,"MY"
1912,982253568,982515711,"KR"
1913,982515712,982581247,"CN"
1914,982581248,982614015,"KR"
1915,982614016,982622207,"AU"
1916,982622208,982624255,"JP"
1917,982624256,982626303,"ID"
1918,982626304,982630399,"BD"
1919,982630400,982646783,"SG"
1920,982646784,982671359,"JP"
1921,982671360,982679551,"IN"
1922,982679552,982695935,"SG"
1923,982695936,982712319,"KR"
1924,982712320,982745087,"TH"
1925,982745088,982753279,"AF"
1926,982753280,982755327,"JP"
1927,982755328,982759423,"BD"
1928,982759424,982761471,"ID"
1929,982761472,982777855,"JP"
1930,982777856,983039999,"KR"
1931,983040000,983171071,"HK"
1932,983171072,983302143,"CN"
1933,983302144,983564287,"JP"
1934,983564288,984612863,"AU"
1935,984612864,984743935,"HK"
1936,984743936,984875007,"AU"
1937,984875008,984956927,"KR"
1938,984956928,984965119,"AU"
1939,984965120,984969215,"PK"
1940,984973312,985006079,"TH"
1941,985006080,985071615,"SG"
1942,985071616,985137151,"JP"
1943,985137152,985202687,"KR"
1944,985202688,985268223,"SG"
1945,985268224,985399295,"VN"
1946,985399296,985661439,"JP"
1947,985661440,987758591,"CN"
1948,987758592,988807167,"KR"
1949,988807168,989855743,"CN"
1950,989855744,991952895,"KR"
1951,991952896,995360767,"CN"
1952,995360768,995532799,"JP"
1953,995532800,995540991,"AU"
1954,995540992,995557375,"KR"
1955,995557376,995622911,"JP"
1956,995622912,996409343,"IN"
1957,996409344,996573183,"AU"
1958,996605952,996671487,"PK"
1959,996671488,996802559,"TW"
1960,996802560,996868095,"JP"
1961,996868096,997195775,"CN"
1962,997195776,998244351,"TW"
1963,998244352,999292927,"JP"
1964,999292928,999423999,"IN"
1965,999424000,999555071,"JP"
1966,999555072,999686143,"HK"
1967,999686144,999751679,"KR"
1968,999751680,999784447,"CN"
1969,999784448,999800831,"JP"
1970,999800832,999817215,"KR"
1971,999817216,999849983,"BD"
1972,999849984,999866367,"KR"
1973,999866368,999874559,"HK"
1974,999882752,999948287,"JP"
1975,999948288,999973819,"AU"
1976,999973820,999973823,"VU"
1977,999973824,1000013823,"AU"
1978,1000013824,1000079359,"CN"
1979,1000079360,1000341503,"JP"
1980,1000341504,1000734719,"IN"
1981,1000734720,1000800255,"JP"
1982,1000800256,1000865791,"AU"
1983,1000865792,1001127935,"JP"
1984,1001127936,1001390079,"CN"
1985,1001390080,1002045439,"IN"
1986,1002045440,1002176511,"KR"
1987,1002176512,1002242047,"HK"
1988,1002242048,1002307583,"SG"
1989,1002307584,1002373119,"JP"
1990,1002373120,1002405887,"CN"
1991,1002405888,1002422271,"JP"
1992,1002422272,1002432511,"AU"
1993,1002434560,1008730111,"CN"
1994,1008730112,1009778687,"JP"
1995,1009778688,1010237439,"MY"
1996,1010237440,1010302975,"CN"
1997,1010302976,1010761727,"JP"
1998,1010761728,1010827263,"CN"
1999,1010827264,1017118719,"JP"
2000,1017118720,1019215871,"CN"
2001,1019215872,1019346943,"JP"
2002,1019346944,1019478015,"CN"
2003,1019478016,1019609087,"KR"
2004,1019609088,1019740159,"TW"
2005,1019740160,1021313023,"CN"
2006,1021313024,1021837311,"AU"
2007,1021837312,1021968383,"CN"
2008,1021968384,1021981007,"NZ"
2009,1021981008,1021981023,"AU"
